City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
384,manggar,56,ID,1522444219,100,-2.88,108.27,76.24,4.5
385,naze,20,NG,1522440000,79,5.43,7.07,84.2,6.93
386,rio grande,20,BR,1522440000,65,-32.03,-52.1,80.6,6.93
387,jensen beach,1,US,1522442100,48,27.25,-80.23,84.2,4.7
388,tilichiki,64,RU,1522444214,80,60.47,166.1,23.05,4.94
389,berdigestyakh,0,RU,1522444222,77,62.1,126.7,-4.18,2.93
390,puerto suarez,75,BO,1522440000,100,-18.96,-57.8,73.4,2.24
391,pundaguitan,0,PH,1522444223,100,6.37,126.17,81.78,4.72
392,hualmay,8,PE,1522444218,66,-11.1,-77.61,74.53,4.72
393,mahajanga,20,MG,1522440000,83,-15.72,46.32,78.8,2.24
394,karatuzskoye,92,RU,1522444228,99,53.61,92.87,31.83,4.16
395,pompeu,40,BR,1522440000,33,-21.05,-48.85,89.6,8.05
396,kahului,20,US,1522439760,69,20.89,-156.47,80.6,6.93
397,damaturu,0,NG,1522444223,29,11.75,11.96,78.13,8.75
398,broome,92,GB,1522443360,93,52.47,1.45,42.8,11.41
399,lac du bonnet,36,CA,1522444232,77,50.25,-96.06,16.08,7.96
400,grindavik,40,IS,1522441800,86,63.84,-22.43,37.4,5.82
401,miles city,90,US,1522443180,61,46.41,-105.84,48.2,24.16
402,ridge,92,GB,1522443000,100,51.69,-0.24,42.8,8.05
403,te anau,36,NZ,1522444226,96,-45.41,167.72,46.72,8.41
404,dong hoi,92,VN,1522444234,99,17.48,106.6,73.63,9.19
405,korsakov,0,RU,1522441800,69,46.63,142.78,35.6,13.42
406,khanpur,0,PK,1522444235,44,28.65,70.66,73.18,2.93
407,rognan,75,NO,1522443000,74,67.1,15.4,33.8,6.93
408,pecos,1,US,1522443300,21,31.42,-103.49,82.4,13.87
409,dongsheng,56,CN,1522444236,94,29.72,112.52,60.13,2.93
410,millinocket,90,US,1522441860,81,45.66,-68.71,44.6,6.93
411,batangafo,12,CF,1522444237,79,7.3,18.29,76.24,2.71
412,dores do indaia,44,BR,1522444170,54,-19.46,-45.6,79.57,3.49
413,sola,0,NO,1522443000,53,58.89,5.65,28.4,4.7
414,beaupre,75,CA,1522442640,89,47.04,-70.9,44.6,10.29
415,yuci,0,CN,1522441800,50,37.68,112.73,53.6,2.24
416,siderno,20,IT,1522443300,93,38.28,16.3,64.4,9.17
417,cortez,1,US,1522439580,13,37.35,-108.58,62.6,19.46
418,dire,0,ET,1522444241,58,9.18,38.92,52.26,5.95
419,tual,100,ID,1522444241,100,-5.67,132.75,82.81,7.4
420,tirumullaivasal,32,IN,1522444234,97,11.24,79.84,78.85,6.4
421,hanna,76,CA,1522444235,91,51.64,-111.93,9.19,12.77
422,ponta delgada,40,PT,1522441800,77,37.73,-25.67,60.8,19.46
423,arys,90,KZ,1522441800,27,42.43,68.8,73.4,6.71
424,esperance,20,TT,1522440000,58,10.24,-61.45,86.0,13.87
425,gizo,40,IL,1522441200,77,31.8,34.94,60.8,4.7
426,gat,24,SN,1522444238,34,14.69,-16.54,84.48,11.1
427,pangnirtung,90,CA,1522440000,92,66.15,-65.72,21.2,12.33
428,ladario,92,PT,1522444238,97,40.7,-7.74,40.42,11.21
429,tucuman,0,PE,1522444173,46,-17.17,-70.89,70.71,4.5
430,ambilobe,24,MG,1522444239,98,-13.19,49.05,69.67,2.93
431,sokoni,8,CD,1522444240,90,-12.89,28.78,66.43,2.37
432,slavutych,8,UA,1522444240,100,51.52,30.76,35.65,5.28
433,yeppoon,90,AU,1522443600,73,-23.13,150.74,77.0,8.05
434,dogondoutchi,12,NE,1522444241,25,13.64,4.03,80.02,6.85
435,kobryn,76,BY,1522444249,92,52.21,24.36,38.8,9.42
436,eagle pass,20,MX,1522438800,50,28.71,-100.5,78.8,6.93
437,rocha,32,UY,1522443978,71,-34.48,-54.34,77.86,4.38
438,harper,1,US,1522443300,30,30.3,-99.24,75.2,3.36
439,rutland,90,US,1522443360,65,43.61,-72.97,48.2,11.41
440,mackenzie,1,CA,1522440000,37,55.34,-123.09,17.6,3.36
441,kemptville,40,CA,1522443180,70,45.02,-75.64,42.8,10.29
442,moerai,8,PF,1522444245,99,-22.43,-151.33,82.14,4.38
443,tucupita,48,VE,1522444253,45,9.06,-62.05,89.61,8.97
444,donskoye,90,RU,1522441800,94,45.45,41.98,32.0,15.66
445,basco,1,US,1522442100,34,40.33,-91.2,51.8,13.87
446,chekhov,40,RU,1522441800,73,55.14,37.45,24.8,8.95
447,vanavara,88,RU,1522444049,95,60.35,102.28,32.05,10.65
448,graaff-reinet,0,ZA,1522444256,82,-32.25,24.53,59.01,6.62
449,tula,88,RU,1522444249,91,54.19,37.62,25.08,11.43
450,krasne,90,UA,1522441800,75,49.91,24.61,46.4,4.47
451,riyadh,90,SA,1522440000,16,24.63,46.72,75.2,19.46
452,san carlos del zulia,24,VE,1522444258,92,9.0,-71.91,82.14,3.38
453,moses lake,1,US,1522443180,25,47.13,-119.28,64.4,11.41
454,rio rancho,20,US,1522443180,16,35.27,-106.63,68.0,4.7
455,iqaluit,40,CA,1522440000,72,63.75,-68.52,10.4,18.34
456,kyren,12,RU,1522444253,66,51.68,102.13,34.57,6.62
457,kumba,0,CM,1522444253,91,4.64,9.44,70.53,2.26
458,corrente,44,BR,1522444253,49,-17.45,-44.68,79.98,3.94
459,vestmannaeyjar,88,IS,1522444011,100,63.44,-20.27,37.86,1.81
460,busayra,8,JO,1522444254,86,30.74,35.61,50.59,2.37
461,ulaangom,20,MN,1522444255,61,49.98,92.07,38.08,18.59
462,college,90,US,1522443480,73,64.86,-147.8,26.6,3.36
463,show low,1,US,1522442100,16,34.25,-110.03,69.8,11.41
464,taunggyi,0,MM,1522444255,84,20.78,97.03,55.27,1.48
465,tashara,8,RU,1522444264,74,55.52,83.51,13.74,8.97
466,itoman,40,JP,1522443360,68,26.12,127.67,69.8,14.99
467,windhoek,0,NA,1522440000,72,-22.57,17.08,66.2,3.36
468,maxixe,0,MZ,1522444259,100,-23.86,35.35,74.08,7.07
469,yinchuan,0,CN,1522444260,54,38.48,106.21,39.25,2.15
470,yaan,0,NG,1522444260,75,7.38,8.57,80.88,2.48
471,san quintin,0,PH,1522444268,87,17.54,120.52,63.73,3.15
472,istok,20,PL,1522444261,92,52.85,23.44,31.29,2.71
473,bitkine,0,TD,1522444269,51,11.98,18.21,76.11,4.5
474,sao joao da barra,0,BR,1522440000,61,-21.64,-41.05,82.4,9.17
475,goure,0,NE,1522444262,18,13.98,10.27,77.46,9.98
476,ciudad bolivar,44,VE,1522444271,30,8.12,-63.55,95.19,11.77
477,tautira,40,PF,1522441800,70,-17.73,-149.15,86.0,13.87
478,wangaratta,0,AU,1522443600,100,-36.36,146.32,51.8,1.12
479,livingstonia,32,MW,1522444264,100,-10.61,34.11,70.21,2.37
480,orocue,48,CO,1522444265,92,4.79,-71.34,80.65,10.09
481,basoko,44,CD,1522444273,91,1.23,23.61,74.35,5.61
482,camrose,75,CA,1522443600,60,53.01,-112.84,10.4,12.75
483,caravelas,0,BR,1522444047,100,-17.73,-39.27,78.85,11.54
484,avanigadda,88,IN,1522444274,90,16.02,80.92,80.79,7.4
485,boa vista,90,BR,1522443600,46,2.82,-60.67,91.4,8.05
486,hamilton,20,BM,1522439700,77,32.3,-64.78,69.8,5.82
487,raudeberg,56,NO,1522443000,50,61.99,5.14,30.2,6.93
488,vila franca do campo,40,PT,1522441800,77,37.72,-25.43,60.8,19.46
489,limulunga,56,ZM,1522444270,92,-15.13,23.15,67.6,3.15
490,bourail,76,NC,1522444271,88,-21.57,165.5,76.06,6.4
491,kindu,20,CD,1522444271,71,-2.95,25.92,76.6,3.6
492,am timan,0,TD,1522444279,50,11.04,20.28,77.91,3.6
493,dhanera,0,IN,1522444272,27,24.51,72.02,74.44,9.19
494,saint-augustin,0,FR,1522443600,50,44.83,-0.61,51.8,8.05
495,general roca,0,AR,1522440000,25,-39.03,-67.58,84.2,9.17
496,demmin,75,DE,1522441200,88,53.91,13.03,32.0,14.99
497,yar-sale,0,RU,1522444282,52,66.83,70.83,-17.95,8.97
498,port macquarie,100,AU,1522443600,93,-31.43,152.91,66.2,4.7
499,nouakchott,8,MR,1522444276,98,18.08,-15.98,65.8,10.42
500,ketchikan,20,US,1522443180,52,55.34,-131.65,46.4,12.75
501,imbituba,40,BR,1522440000,78,-28.24,-48.67,80.6,6.93
502,three hills,90,CA,1522443600,66,51.7,-113.27,14.0,10.29
503,mount gambier,0,AU,1522444278,91,-37.83,140.78,45.1,2.37
504,gorontalo,80,ID,1522444286,96,0.54,123.06,71.29,1.14
505,muros,75,ES,1522443600,100,42.77,-9.06,41.0,8.05
506,kasiri,0,SL,1522444287,91,8.94,-13.11,79.89,9.42
507,kautokeino,12,NO,1522443992,83,69.01,23.04,18.69,6.96
508,linxia,92,CN,1522444288,74,35.6,103.21,30.52,1.36
509,trinidad,0,UY,1522444281,45,-33.52,-56.9,84.84,3.04
510,miri,0,NG,1522444282,32,10.31,9.75,75.48,6.73
511,port lincoln,0,AU,1522444290,100,-34.72,135.86,55.9,3.94
512,mozarlandia,8,BR,1522444283,63,-14.74,-50.57,84.03,3.94
513,mayo,5,CA,1522440000,31,63.59,-135.9,21.2,3.36
514,fairlie,1,US,1522443360,33,33.31,-95.96,71.6,5.82
515,kalevala,0,FI,1522444285,73,64.12,29.58,8.2,2.48
516,amga,0,RU,1522444285,63,60.89,131.98,0.19,3.15
517,elk point,20,CA,1522443600,28,53.9,-110.9,14.0,14.99
518,iracoubo,80,GF,1522444294,69,5.48,-53.21,80.38,5.5
519,cockburn town,92,TC,1522444294,100,21.46,-71.14,75.84,15.23
520,bara,0,NG,1522444287,25,10.41,10.6,82.72,9.08
521,port-cartier,90,CA,1522441980,94,50.03,-66.88,32.0,10.29
522,abu samrah,0,SY,1522444296,77,35.3,37.18,51.94,8.75
523,husavik,64,CA,1522444289,100,50.56,-96.99,16.39,5.73
524,mangochi,36,MW,1522444297,96,-14.48,35.26,68.19,2.37
525,nadvoitsy,48,RU,1522444290,74,63.89,34.27,19.99,4.72
526,ostrovnoy,68,RU,1522444298,88,68.05,39.51,19.45,15.46
527,necochea,0,AR,1522444291,62,-38.55,-58.74,72.1,6.96
528,gampaha,40,LK,1522440600,74,7.09,80.0,84.2,8.05
529,kaihua,8,CN,1522444299,87,29.14,118.41,49.6,2.26
530,kouango,48,CF,1522444292,94,4.99,19.98,73.41,2.71
531,port antonio,20,JM,1522440000,62,18.18,-76.45,84.2,8.05
532,ouadda,24,CF,1522444301,93,8.07,22.4,71.02,2.71
533,beloha,0,MG,1522444041,79,-25.17,45.06,73.27,13.22
534,salina,1,US,1522443300,72,36.29,-95.15,62.6,3.36
535,hereford,92,GB,1522444227,99,52.06,-2.72,40.38,9.64
536,wanning,40,AT,1522443000,71,48.64,13.53,50.0,12.75
537,hobyo,0,SO,1522444297,93,5.35,48.53,78.22,4.16
538,khandyga,56,RU,1522444297,65,62.65,135.58,3.03,3.27
539,mudanya,0,TR,1522441200,93,40.38,28.88,53.6,1.12
540,lahaina,20,US,1522440120,83,20.87,-156.68,80.6,3.36
541,otanche,64,CO,1522444307,88,5.66,-74.18,73.81,2.37
542,sisimiut,88,GL,1522444300,95,66.94,-53.67,24.76,1.81
543,saurimo,44,AO,1522444308,91,-9.66,20.4,68.32,2.15
544,la rioja,0,AR,1522444075,42,-29.41,-66.86,84.88,2.93
545,mengcheng,12,CN,1522444301,93,33.26,116.57,53.92,6.73
546,sibolga,92,ID,1522444301,100,1.74,98.78,69.13,1.14
547,san policarpo,88,PH,1522444309,100,12.18,125.51,77.14,10.98
548,edd,0,ER,1522444302,67,13.93,41.69,67.24,2.26
549,gagarin,8,UZ,1522444303,57,40.66,68.17,63.82,14.9
550,harrisonburg,75,US,1522443300,50,38.45,-78.87,64.4,17.22
551,zemio,56,CF,1522444312,95,5.02,25.13,69.63,1.59
552,grants,1,US,1522443300,12,35.15,-107.85,68.0,6.93
